Section ID,Section Name,Content,Updated Content,AI translation,Effective Date,Status,Version,Date Modified Last,Cover Image
17.0,SEVERABILITY,"The provisions of this Agreement shall be deemed
severable, and the invalidity or unenforceability of any
provision shall not affect the validity or enforceability of the other provisions hereof. If any provision of this
Agreement, or the application thereof to any Person or any circumstance, is invalid or unenforceable, (a) a suitable and equitable provision shall be substituted therefor in order to carry out, so far as may be valid and
enforceable, the intent and purpose of such invalid or unenforceable provision and (b) the remainder of this Agreement and the application of such provision
to other Persons or
circumstances shall not be affected by such invalidity or unenforceability, nor shall such invalidity or unenforceability affect the validity or enforceability of such provision, or the application thereof, in any other jurisdiction. ",,"Nombre de la Sección: DIVISIBILIDAD

Contenido: Las disposiciones de este Acuerdo se considerarán
divisibles, y la invalidez o inaplicabilidad de cualquier
disposición no afectará la validez o aplicabilidad de las demás disposiciones del mismo. Si alguna disposición de este
Acuerdo, o su aplicación a cualquier Persona o cualquier circunstancia, es inválida o inaplicable, (a) se sustituirá por una disposición adecuada y equitativa para llevar a cabo, en la medida en que pueda ser válida y
aplicable, la intención y el propósito de dicha disposición inválida o inaplicable y (b) el resto de este Acuerdo y la aplicación de dicha disposición
a otras Personas o
circunstancias no se verán afectados por tal invalidez o inaplicabilidad, ni tal invalidez o inaplicabilidad afectará la validez o aplicabilidad de dicha disposición, o su aplicación, en ninguna otra jurisdicción.","March 1, 2025",Done,1,,
18.0,NOTICES,"All notices required or permitted under this Agreement shall be in writing and shall be deemed delivered when delivered in person, or three (3) days after being deposited in the United States mail, postage prepaid, certified or registered mail, return. receipt requested, addressed to the party entitled to such notice at the address of such party set forth above, or at such other address as such party may designate by written notice 
delivered in 
accordance herewith ",,"Nombre de la Sección: AVISOS

Contenido: Todos los avisos requeridos o permitidos bajo este Acuerdo deberán ser por escrito y se considerarán entregados cuando se entreguen en persona, o tres (3) días después de ser depositados en el correo de los Estados Unidos, con franqueo pagado, correo certificado o registrado, con acuse de recibo solicitado, dirigido a la parte a la que corresponde dicho aviso en la dirección de dicha parte indicada arriba, o en cualquier otra dirección que dicha parte pueda designar mediante aviso por escrito entregado de acuerdo con lo aquí establecido.","March 1, 2025",Done,1,,
19.0,SUCCESSORS AND ASSIGNS,"This Agreement shall be binding upon and inure to the benefit of the parties hereto and their respective successors and assigns. Neither party may assign or transfer its rights or obligations under this Agreement without the prior written consent of the other party, except that either party may assign this Agreement without consent to an affiliated entity or in connection with a merger, acquisition, or sale of all or substantially all of its assets or business. Any assignment or transfer in violation of this provision shall be null and void. ",,"Nombre de la Sección: SUCESORES Y CESIONARIOS

Contenido: Este Acuerdo será vinculante y redundará en beneficio de las partes aquí presentes y de sus respectivos sucesores y cesionarios. Ninguna de las partes puede ceder o transferir sus derechos u obligaciones bajo este Acuerdo sin el consentimiento previo por escrito de la otra parte, excepto que cualquiera de las partes puede ceder este Acuerdo sin consentimiento a una entidad afiliada o en relación con una fusión, adquisición o venta de todos o casi todos sus activos o negocios. Cualquier cesión o transferencia en violación de esta disposición será nula y sin efecto.","March 1, 2025",Done,1,,
20.0,COUNTERPARTS,"This Agreement may be executed in counterparts, each of which shall be deemed an original, but all of which together shall constitute one and the same instrument. Facsimile or electronically transmitted copies of signed counterparts shall be deemed to be original counterparts. ",,"Nombre de la Sección: CONTRAPARTES

Contenido: Este Acuerdo puede ser ejecutado en contrapartes, cada una de las cuales se considerará un original, pero todas juntas constituirán un solo y mismo instrumento. Las copias por fax o transmitidas electrónicamente de las contrapartes firmadas se considerarán como contrapartes originales.","March 1, 2025",Done,1,,
21.0,ELECTRONIC SIGNATURES,"The parties agree that electronic signatures, whether digital or encrypted, shall have the same legal effect as handwritten signatures. The use of electronic signatures is permitted for the execution of this Agreement and any related documents. Each party agrees to accept electronic signatures and to be bound by agreements or transactions entered into electronically. The parties further agree that the electronic signatures appearing on this Agreement are the same as handwritten signatures for the purposes of validity, enforceability, and admissibility. ",,"Nombre de la Sección: FIRMAS ELECTRÓNICAS

Contenido: Las partes acuerdan que las firmas electrónicas, ya sean digitales o encriptadas, tendrán el mismo efecto legal que las firmas manuscritas. El uso de firmas electrónicas está permitido para la ejecución de este Acuerdo y de cualquier documento relacionado. Cada parte acepta aceptar firmas electrónicas y estar obligada por acuerdos o transacciones celebradas electrónicamente. Las partes acuerdan además que las firmas electrónicas que aparecen en este Acuerdo son las mismas que las firmas manuscritas para los fines de validez, ejecutabilidad y admisibilidad.","March 1, 2025",Done,1,,
22.0,AUTHORITY,"
Each party represents and warrants to the other that it has full power and authority to enter into this Agreement and that it is binding upon such party and enforceable in accordance with its terms. ",,"Nombre de la Sección: AUTORIDAD

Contenido: Cada parte representa y garantiza a la otra que tiene pleno poder y autoridad para celebrar este Acuerdo y que es vinculante para dicha parte y exigible de acuerdo con sus términos.","March 1, 2025",Done,1,,
23.0,RELATIONSHIP,"The parties acknowledge and agree that their relationship under this Agreement is that of independent contractors. Nothing in this Agreement shall be construed to create an agency, partnership, joint venture, or any form of joint enterprise between the parties. Neither party shall have the authority to act as an agent or legal representative of the other party or to bind the other party to any obligations or liabilities. This Agreement does not create an employment relationship between the parties. Each party retains full control and authority over its respective employees, agents, and contractors, and each party shall be solely responsible for the actions and liabilities of its own personnel. The rights and obligations of the parties shall be limited to those expressly set forth in this Agreement, and no other obligations or duties shall be implied. The parties shall operate independently and shall be solely responsible for their own expenses, taxes, and liabilities incurred in connection with the performance of this Agreement. ",,"Nombre de la Sección: RELACIÓN

Contenido: Las partes reconocen y aceptan que su relación bajo este Acuerdo es la de contratistas independientes. Nada en este Acuerdo se interpretará como la creación de una agencia, sociedad, empresa conjunta o cualquier forma de empresa conjunta entre las partes. Ninguna de las partes tendrá la autoridad para actuar como agente o representante legal de la otra parte o para obligar a la otra parte a cualquier obligación o responsabilidad. Este Acuerdo no crea una relación laboral entre las partes. Cada parte retiene el control y la autoridad total sobre sus respectivos empleados, agentes y contratistas, y cada parte será la única responsable de las acciones y responsabilidades de su propio personal. Los derechos y obligaciones de las partes estarán limitados a los expresamente establecidos en este Acuerdo, y no se implicarán otras obligaciones o deberes. Las partes operarán de manera independiente y serán las únicas responsables de sus propios gastos, impuestos y responsabilidades incurridos en relación con el cumplimiento de este Acuerdo.","March 1, 2025",Done,1,,
24.0,ASSIGNMENT,"Neither party may assign or transfer any of its rights or obligations under this Agreement without the prior written consent of the other party, which consent shall not be unreasonably withheld. However, either party may assign or transfer this Agreement to a successor in interest (whether by merger, sale of assets, or otherwise) without the prior written consent of the other party, provided that the assignee or transferee assumes all of the assigning party's rights and obligations under this Agreement. Any attempted assignment or transfer of this Agreement in violation of the above shall be null and void. 
",,"Nombre de la Sección: ASIGNACIÓN

Contenido: Ninguna de las partes podrá ceder o transferir ninguno de sus derechos u obligaciones bajo este Acuerdo sin el previo consentimiento por escrito de la otra parte, el cual no podrá ser retenido de manera irrazonable. Sin embargo, cualquiera de las partes podrá ceder o transferir este Acuerdo a un sucesor en interés (ya sea por fusión, venta de activos u otra forma) sin el previo consentimiento por escrito de la otra parte, siempre que el cesionario o el adquirente asuma todos los derechos y obligaciones de la parte cedente bajo este Acuerdo. Cualquier intento de cesión o transferencia de este Acuerdo en violación de lo anterior será nulo y sin efecto.","March 1, 2025",Done,1,,
25.0,THIRD-PARTY BENEFICIARIES,"Nothing in this Agreement shall confer any rights or benefits upon any person or entity other than the parties and their respective permitted successors and assigns. ",,"Nombre de la Sección: BENEFICIARIOS DE TERCEROS

Contenido: Nada en este Acuerdo conferirá derechos o beneficios a ninguna persona o entidad que no sea las partes y sus respectivos sucesores y cesionarios permitidos.","March 1, 2025",Done,1,,
26.0,SURVIVAL,"The following provisions shall survive any termination or expiration of this Agreement: confidentiality, client partner responsibilities, company responsibilities, indemnification, limitation of liability, dispute resolution, governing law, entire agreement, amendment and waivers, severability, notices, successors and assigns, relationship of parties, assignment, third-party beneficiaries, and any other provisions that by their nature are intended to survive termination or expiration. ",,"Nombre de la Sección: SUPERVIVENCIA

Contenido: Las siguientes disposiciones sobrevivirán a cualquier rescisión o expiración de este Acuerdo: confidencialidad, responsabilidades del socio cliente, responsabilidades de la empresa, indemnización, limitación de responsabilidad, resolución de disputas, ley aplicable, acuerdo completo, enmienda y renuncias, divisibilidad, avisos, sucesores y cesionarios, relación de las partes, cesión, beneficiarios de terceros y cualquier otra disposición que por su naturaleza esté destinada a sobrevivir a la rescisión o expiración.","March 1, 2025",Done,1,,
27.0,ACCOUNTANTS LIEN,"In the event that the Client Partner fails to make payment as agreed upon in this Service Agreement, iisiTax shall have the right to impose an accountant's lien on any and all assets and properties of the Client Partner, whether physical or digital, to secure the outstanding payment.
This accountant's lien encompasses, but is not limited to, all financial records, tax documentation, QuickBooks accounts, login credentials, digital information, accounting software access, financial data, client databases, hardware, and any other resources or materials owned or used by the Client Partner and related to their business operations or tax preparation.
The accountant's lien grants iisiTax the authority to withhold, seize, or retain possession of these assets and properties until the outstanding payment is received in full, including any applicable late fees, interest charges, or collection costs. iisiTax may take all necessary steps to enforce the lien, including but not limited to restricting access to digital accounts, suspending accounting and tax services, withholding tax documents, or pursuing appropriate legal action through the courts.
Furthermore, this lien extends to any physical property located in the office premises of the Client Partner, including paper documents, tax returns, financial statements, receipts, invoices, and personal belongings left on the premises. iisiTax reserves the right to exercise its lien rights in accordance with applicable state and federal laws.
The imposition of an accountant's lien is a legally binding measure intended to protect iisiTax's rights and ensure fair compensation for the professional services rendered. By signing this Service Agreement, the Client Partner acknowledges and accepts these lien provisions as valid and enforceable.
The Client Partner is strongly advised to promptly settle any outstanding payments to avoid the activation of the accountant's lien and any associated costs, consequences, or potential disruptions to their business operations. iisiTax will provide written notice before exercising its lien rights, allowing the Client Partner a reasonable opportunity to resolve the payment issue.",,"Nombre de la Sección: EMBARGO DE CONTABLES

Contenido: En caso de que el Socio Cliente no realice el pago según lo acordado en este Acuerdo de Servicio, iisiTax tendrá el derecho de imponer un embargo de contables sobre todos y cada uno de los activos y propiedades del Socio Cliente, ya sean físicos o digitales, para asegurar el pago pendiente.
Este embargo de contables abarca, pero no se limita a, todos los registros financieros, documentación fiscal, cuentas de QuickBooks, credenciales de acceso, información digital, acceso a software contable, datos financieros, bases de datos de clientes, hardware y cualquier otro recurso o material propiedad o utilizado por el Socio Cliente y relacionado con sus operaciones comerciales o preparación fiscal.
El embargo de contables otorga a iisiTax la autoridad para retener, incautar o conservar la posesión de estos activos y propiedades hasta que se reciba el pago pendiente en su totalidad, incluidos cualquier cargo por demora, cargos por interés o costos de cobranza aplicables. iisiTax puede tomar todas las medidas necesarias para hacer cumplir el embargo, incluidas, entre otras, la restricción del acceso a cuentas digitales, la suspensión de servicios contables y fiscales, la retención de documentos fiscales o la búsqueda de acciones legales apropiadas a través de los tribunales.
Además, este embargo se extiende a cualquier propiedad física ubicada en las instalaciones de la oficina del Socio Cliente, incluidos documentos en papel, declaraciones de impuestos, estados financieros, recibos, facturas y pertenencias personales dejadas en las instalaciones. iisiTax se reserva el derecho de ejercer sus derechos de embargo de acuerdo con las leyes estatales y federales aplicables.
La imposición de un embargo de contables es una medida legalmente vinculante destinada a proteger los derechos de iisiTax y garantizar una compensación justa por los servicios profesionales prestados. Al firmar este Acuerdo de Servicio, el Socio Cliente reconoce y acepta estas disposiciones de embargo como válidas y exigibles.
Se aconseja encarecidamente al Socio Cliente que liquide rápidamente cualquier pago pendiente para evitar la activación del embargo de contables y cualquier costo, consecuencia o interrupciones potenciales asociadas a sus operaciones comerciales. iisiTax proporcionará un aviso por escrito antes de ejercer sus derechos de embargo, permitiendo al Socio Cliente una oportunidad razonable para resolver el problema de pago.","March 1, 2025",Done,1,,
28.0,AUTOMATIC PAYMENT AUTHORIZATION,"Automatic Payment Authorization and Acknowledgement
Service requires automatic payments to be set up on the account with the business's card information and checking account information to be used in the event the card is declined.
Payments will be processed within 48 hours of the 1st of each month or on the due date either prior to or after the 1st of the month. Any requests made after the due date of the month may not go into effect or be processed until the following month. The total amount processed will include any balance due on your account including late fees, other charges, or payment for purchases made by iisiTax on behalf of the client.
By entering this agreement and signing below, you the Client, are authorizing iisiTax, LLC (""Company""), to charge the credit card or initiate debit entries to the bank account you provided to the Company. The card or banking information will only be stored on QuickBooks and used to process payments until other information is provided or full payment has been made on the last open balance after a termination. For monthly recurring payments, this authority is to remain in full force and effect until the Company receives written notification from me (or either of us) of its termination with at least 30 days advance notice.
Additionally, the client will ensure sufficient funds are available for the automatic payment and will hold harmless the Company if any bank charges are incurred for any reason. Returned payments or otherwise failed payments will result in additional fees and charges of up to $35 per occurrence. After two consecutive failed payment attempts, iisiTax reserves the right to demand payment by certified funds and/or suspend services until the account is brought current.",,"Nombre de la Sección: AUTORIZACIÓN DE PAGO AUTOMÁTICO

Contenido: Autorización y Reconocimiento de Pago Automático
El servicio requiere que se configuren pagos automáticos en la cuenta con la información de la tarjeta del negocio y la información de la cuenta corriente que se utilizará en caso de que la tarjeta sea rechazada.
Los pagos se procesarán dentro de las 48 horas del 1 de cada mes o en la fecha de vencimiento ya sea antes o después del 1 del mes. Cualquier solicitud realizada después de la fecha de vencimiento del mes puede no entrar en vigor o ser procesada hasta el mes siguiente. El monto total procesado incluirá cualquier saldo adeudado en su cuenta, incluidos los cargos por mora, otros cargos o el pago de compras realizadas por iisiTax en nombre del cliente.
Al entrar en este acuerdo y firmar a continuación, usted, el Cliente, autoriza a iisiTax, LLC (""Compañía""), a cobrar la tarjeta de crédito o iniciar débitos en la cuenta bancaria que usted proporcionó a la Compañía. La información de la tarjeta o bancaria solo se almacenará en QuickBooks y se utilizará para procesar pagos hasta que se proporcionen otros datos o se haya realizado el pago total del último saldo pendiente después de una terminación. Para los pagos recurrentes mensuales, esta autoridad permanecerá en pleno vigor y efecto hasta que la Compañía reciba una notificación por escrito de mi parte (o de cualquiera de nosotros) de su terminación con al menos 30 días de aviso previo.
Además, el cliente se asegurará de que haya fondos suficientes disponibles para el pago automático y mantendrá indemne a la Compañía si se incurre en cargos bancarios por cualquier motivo. Los pagos devueltos u otros pagos fallidos resultarán en cargos adicionales de hasta $35 por ocurrencia. Después de dos intentos fallidos de pago consecutivos, iisiTax se reserva el derecho de exigir pago mediante fondos certificados y/o suspender servicios hasta que la cuenta esté al día.","March 1, 2025",Done,1,"March 6, 2025 1:48 PM (EST)",
28.1,Primary Banking Information,"********Primary Banking Information********
|
Bank Name:__________________________________________
|
Routing:_______________________________________
|
Account:_____________________________________________________
|
Type: CHECKING / SAVINGS
|
Address: _________________________________________________
|
City:__________________________________________
|
State: ________________________
|
Zip Code: __________________________

**********Credit Card Details*********
Card# _________________-________________-________________-_____________
|
Exp: ___________/___________ CVV:____________
|
Billing Address: __________________________________________________
|
Billing City:_________________________ Billing State: ___________ Billing Zip:____________ ",,"Nombre de la Sección: Información Bancaria Primaria

Contenido: Información Bancaria Primaria
|
Nombre del Banco:__________________________________________
|
Routing:_______________________________________
|
Cuenta:_____________________________________________________
|
Tipo: CHEQUE / AHORROS
|
Dirección: _________________________________________________
|
Ciudad:__________________________________________
|
Estado: ________________________
|
Código Postal: __________________________

*Detalles de la Tarjeta de Crédito
Tarjeta# ---
|
Exp: / CVV:________
|
Dirección de Facturación: __________________________________________________
|
Ciudad de Facturación:_________________________ Estado de Facturación: ___________ Código Postal de Facturación:____________",,Not started,,"March 6, 2025 1:52 PM (EST)",
29.0,ACKNOWLEDGEMENT,"Agreement/Acuerdo
By appending my signature below, I hereby declare and confirm that:
|
1. I have received a copy of this iisiTax service agreement and have thoroughly read it in its entirety, devoting ample time to fully comprehend its contents.
|
2. I have actively engaged in a thoughtful contemplation of the provisions, terms, and conditions outlined within this iisiTax agreement, and have sought additional clarification or explanations as needed.
|
3. I have availed myself of the opportunity to review this document repeatedly, allowing sufficient time for reflection and further study to ensure a comprehensive understanding of all iisiTax services and obligations.
|
4. I have proactively pursued any necessary measures to enhance my comprehension, including but not limited to seeking professional advice, consulting subject matter experts, or utilizing translation services if required. 
|
5. I possess a clear understanding of the pricing structure, auto payment mechanisms, and all other iisiTax company policies, protocols, and guidelines elucidated in this agreement.
|
6. I acknowledge that I have been afforded the opportunity to procure an independent translation or interpretation of this document, and I have either availed myself of such services or determined that no further assistance is necessary.
|
7. With full cognizance of the policies, clauses, procedures, and any other pertinent provisions contained within this iisiTax agreement, I am in complete agreement and acceptance of all the terms set forth herein.
|
8. I understand that iisiTax provides tax preparation and consultation services in accordance with applicable laws and regulations, and that I am responsible for providing accurate and complete information for these services.
|
9. I acknowledge that this agreement establishes a professional relationship between myself and iisiTax, with mutual rights and responsibilities as detailed herein.
|
By providing my signature below, I hereby attest that I have fulfilled my due diligence, leaving no room for contention or complaint arising from a lack of comprehension or awareness of the contents of this agreement. This agreement shall be signed by / Este acuerdo será firmado por el Cliente",,"Nombre de la Sección: RECONOCIMIENTO

Contenido: Agreement/Acuerdo
Al adjuntar mi firma a continuación, declaro y confirmo que:
|
1. He recibido una copia de este acuerdo de servicio de iisiTax y lo he leído detenidamente en su totalidad, dedicando tiempo suficiente para comprender completamente su contenido.
|
2. Me he involucrado activamente en una contemplación reflexiva de las disposiciones, términos y condiciones descritos en este acuerdo de iisiTax, y he buscado aclaraciones o explicaciones adicionales según sea necesario.
|
3. He aprovechado la oportunidad de revisar este documento repetidamente, permitiendo tiempo suficiente para la reflexión y el estudio adicional para asegurar una comprensión completa de todos los servicios y obligaciones de iisiTax.
|
4. He buscado proactivamente cualquier medida necesaria para mejorar mi comprensión, incluyendo pero no limitándose a buscar asesoramiento profesional, consultar a expertos en la materia o utilizar servicios de traducción si es necesario.
|
5. Poseo una comprensión clara de la estructura de precios, mecanismos de pago automático y todas las demás políticas, protocolos y directrices de la empresa iisiTax que se describen en este acuerdo.
|
6. Reconozco que se me ha brindado la oportunidad de obtener una traducción o interpretación independiente de este documento, y he aprovechado tales servicios o he determinado que no es necesaria más asistencia.
|
7. Con pleno conocimiento de las políticas, cláusulas, procedimientos y cualquier otra disposición pertinente contenida en este acuerdo de iisiTax, estoy en completo acuerdo y aceptación de todos los términos establecidos en este documento.
|
8. Entiendo que iisiTax proporciona servicios de preparación y consulta fiscal de acuerdo con las leyes y regulaciones aplicables, y que soy responsable de proporcionar información precisa y completa para estos servicios.
|
9. Reconozco que este acuerdo establece una relación profesional entre yo y iisiTax, con derechos y responsabilidades mutuas según se detalla en este documento.
|
Al proporcionar mi firma a continuación, atestiguo que he cumplido con mi debida diligencia, sin dejar lugar a contención o queja derivada de la falta de comprensión o conciencia del contenido de este acuerdo. Este acuerdo será firmado por / Este acuerdo será firmado por el Cliente","March 1, 2025",Done,1,"March 6, 2025 1:55 PM (EST)",
29.1,Signature Blocks,"SIGNATURE CLIENT
|
_______________________________________________________________________________
|
Name___________________________________________________________________
|
Title:________________________________
|
Date:________________________
|
and by 
|
SIGNATURE IISITAX________________________________________________________________
|
Name___________________________________________________________
|
Title:___________________________________
|
Date:______________________________
Firma por iisiTax and is effective as of the date of first above written. / y es efectivo a partir de la fecha de la primera escrita arriba.",,"Nombre de la Sección: Bloques de Firma

Contenido: FIRMA DEL CLIENTE
|
_______________________________________________________________________________
|
Nombre___________________________________________________________________
|
Título:________________________________
|
Fecha:________________________
|
y por
|
FIRMA IISITAX________________________________________________________________
|
Nombre___________________________________________________________
|
Título:___________________________________
|
Fecha:______________________________
Firma por iisiTax y es efectivo a partir de la fecha de la primera escrita arriba.",,Not started,,"March 6, 2025 1:43 PM (EST)",
100,Payments and Charges,"1040x-Amended Tax Return Filing-$249.00
1099 Filing-$99.00
1099 Multiplier (Per EE)-$9.00
709-Estate&GiftTaxReturnFiling-$149.00
940-45-PayrollTaxReturnPreparation-$99.00
990-Non-ProfitTaxReturnPreparation(990)-$49.00
Accounting Clients Partner Referred-$0.00
Accounting Core-$99.00
Accounting Core Activation-$99.00
Accounting Plus Package-$199.00
Accounting Software Setup-$999.00
Activation - Plus Package-$199.00
Activation - System Fee-$50.00
AdditionalForms-$19.00
AdditionalStateReturns-$69.00
Amended Business Corp (1120S/1120X) (State Not Incl.)-$999.00
Amended Business Owner Return (1040X Sch1/SchE/SchC/1065 K1)-$499.00
Amended Contractor Return (1040XwSchC)-$399.00
Amended Head of Household (1040X.HOH)-$269.00
Amended Itemized Return (1040X + Sch A)-$299.00
Amended Partnership Return (1065X) (State Not Incl.)-$699.00
Amended State Sales Tax Return-$79.00
Amended Student Return (1040X.STU)-$169.00
BankStatementReview-$49.00
Basic IRS Transcript Request (1-3 Years)-$49.00
Bookkeeping Services (Hourly)-$39.00
Business Corporation (1120S-1120) *State Not-Included-$549.00
Business Owner Return-$349.00
Business Partnership Return (1065)-$449.00
Comprehensive IRS Transcript Request (7-10+ Years)-$149.00
Contractor Return (1040wSchC)-$249.00
Electronic Payment Fee 3%-$0.03.00
Estimate-$30.00
Expedited IRS Transcript Processing-$199.00
Extended IRS Transcript Request (Up to 7 Years)-$99.00
EZ Business Registration w. EIN-$299.00
Form Add - Schedule C (SchC)-$69.00
Head of Household (HOH)-$169.00
Individual Return (1040)-$149.00
Itemized Return (1040 + Sch A)-$199.00
ITIN COA-$59.00
ITIN COA Only-$69.00
ITIN & EIN EZ QuickStart Bundle-$499.00
K1AddOns-$99.00
Passport Photo-$25.00
Payroll Per Employee-$9.00
-$.00
",,"Nombre de la Sección: Pagos y Cargos

Contenido: Declaración de impuestos 1040x enmendada - $249.00
Declaración 1099 - $99.00
Multiplicador 1099 (por empleado) - $9.00
Declaración de impuestos de sucesiones y donaciones 709 - $149.00
Preparación de declaración de impuestos sobre nómina 940-45 - $99.00
Preparación de declaración de impuestos para organizaciones sin fines de lucro (990) - $49.00
Clientes de contabilidad referidos por socios - $0.00
Contabilidad básica - $99.00
Activación de contabilidad básica - $99.00
Paquete de contabilidad Plus - $199.00
Configuración de software de contabilidad - $999.00
Activación - Paquete Plus - $199.00
Activación - Tarifa del sistema - $50.00
Formularios adicionales - $19.00
Declaraciones estatales adicionales - $69.00
Declaración de negocio enmendada (1120S/1120X) (estado no incluido) - $999.00
Declaración enmendada para propietarios de negocios (1040X Sch1/SchE/SchC/1065 K1) - $499.00
Declaración enmendada para contratistas (1040XwSchC) - $399.00
Declaración enmendada de cabeza de familia (1040X.HOH) - $269.00
Declaración enmendada detallada (1040X + Sch A) - $299.00
Declaración enmendada de sociedad (1065X) (estado no incluido) - $699.00
Declaración enmendada de impuesto sobre ventas estatal - $79.00
Declaración enmendada de estudiante (1040X.STU) - $169.00
Revisión de estado de cuenta bancaria - $49.00
Solicitud básica de transcripción del IRS (1-3 años) - $49.00
Servicios de contabilidad (por hora) - $39.00
Corporación empresarial (1120S-1120) *Estado no incluido - $549.00
Declaración para propietarios de negocios - $349.00
Declaración de sociedad empresarial (1065) - $449.00
Solicitud integral de transcripción del IRS (7-10+ años) - $149.00
Declaración de contratistas (1040wSchC) - $249.00
Tarifa de pago electrónico 3% - $0.03.00
Estimación - $30.00
Procesamiento acelerado de transcripciones del IRS - $199.00
Solicitud extendida de transcripción del IRS (hasta 7 años) - $99.00
Registro de negocio EZ con EIN - $299.00
Agregar formulario - Anexo C (SchC) - $69.00
Cabeza de familia (HOH) - $169.00
Declaración individual (1040) - $149.00
Declaración detallada (1040 + Sch A) - $199.00
ITIN COA - $59.00
ITIN COA solo - $69.00
Paquete rápido ITIN & EIN EZ - $499.00
K1AddOns - $99.00
Foto de pasaporte - $25.00
Nómina por empleado - $9.00
-$.00","March 1, 2025",Done,1,"April 22, 2025 6:57 AM (EDT)",
100,Interpretation,"In this Agreement, unless the context requires otherwise: In turn, the Company is under the following obligations to the Client. Accounting is a ""retroactive"" service, what this means is accounting is always one month behind since it is a historical view. Therefore, the closing date is always the end of the following month. For example, January Closing is due by the end of February. The Company will meet the agreed-upon case response times specified in this Agreement, EXCEPT during the black-out period months of February, March and April (Tax Season). The Company will abide by the Client's policies and practices as they pertain to this agreement. The Company will have a representative available to the Client via email and other messaging services, phone calls are to be utilized only when emergent. In return for the services described in this Agreement, the Client is under the following obligations to the Company: Provide iisiTax or its affiliates with a Client representative available for contact via, text messaging, phone, email (preferred) and teams, about any issues with the Service, provide all necessary authorization and access to account and vendors as required to meet our obligations, provide all business related documents required in a timely manner (within 2 days of receipt), upload receipts and bills to QuickBooks portal/app weekly or more often or use approved channel to submit, all necessary items should be received no later than the 5th of each month to be processed on time, comply with all applicable Laws and regulations The singular includes the plural and vice versa. Any gender includes the other genders. If a word or phrase is defined, its other grammatical forms have a corresponding meaning. A reference to a 'party' includes that party's successors and permitted assigns. Headings are for convenience only and do not affect interpretation. Any schedules and attachments form part of this Agreement. In the event of any conflict or inconsistency among the following documents, the order of precedence shall be: (1) the main body of this Agreement, and (2) any Exhibit or Schedule. This Agreement has been drafted in the English language. In the event of any translation into any other language, the English language text shall prevail. Each party confirms that it is their wish that this Agreement, as well as all other documents relating to this Agreement, have been and shall be drawn up in the English language only. It is the responsibility of the Client Partner to ensure understanding of the Agreement, and if necessary, the Client Partner should seek the help of an interpreter or translation service at their own expense."" ",,"Nombre de la Sección: Interpretación

Contenido: En este Acuerdo, a menos que el contexto requiera lo contrario: A su vez, la Compañía tiene las siguientes obligaciones hacia el Cliente. La contabilidad es un servicio ""retroactivo"", lo que significa que la contabilidad siempre está un mes atrás ya que es una vista histórica. Por lo tanto, la fecha de cierre es siempre el final del mes siguiente. Por ejemplo, el cierre de enero debe hacerse a más tardar al final de febrero. La Compañía cumplirá con los plazos de respuesta acordados especificados en este Acuerdo, EXCEPTO durante los meses de período de blackout de febrero, marzo y abril (temporada de impuestos). La Compañía se adherirá a las políticas y prácticas del Cliente en lo que respecta a este acuerdo. La Compañía tendrá un representante disponible para el Cliente a través de correo electrónico y otros servicios de mensajería, las llamadas telefónicas deben utilizarse solo cuando sea urgente. A cambio de los servicios descritos en este Acuerdo, el Cliente tiene las siguientes obligaciones hacia la Compañía: Proporcionar a iisiTax o sus afiliados un representante del Cliente disponible para contacto a través de mensajería de texto, teléfono, correo electrónico (preferido) y equipos, sobre cualquier problema con el Servicio, proporcionar toda la autorización y acceso necesario a cuentas y proveedores según sea necesario para cumplir con nuestras obligaciones, proporcionar todos los documentos relacionados con el negocio requeridos de manera oportuna (dentro de 2 días de recibo), cargar recibos y facturas en el portal/app de QuickBooks semanalmente o más a menudo o usar un canal aprobado para enviar, todos los elementos necesarios deben ser recibidos a más tardar el día 5 de cada mes para ser procesados a tiempo, cumplir con todas las leyes y regulaciones aplicables. El singular incluye el plural y viceversa. Cualquier género incluye los otros géneros. Si una palabra o frase está definida, sus otras formas gramaticales tienen un significado correspondiente. Una referencia a una 'parte' incluye los sucesores y cesionarios permitidos de esa parte. Los encabezados son solo para conveniencia y no afectan la interpretación. Cualquier cronograma y anexos forman parte de este Acuerdo. En caso de conflicto o inconsistencia entre los siguientes documentos, el orden de precedencia será: (1) el cuerpo principal de este Acuerdo, y (2) cualquier Exposición o Cronograma. Este Acuerdo ha sido redactado en el idioma inglés. En caso de cualquier traducción a cualquier otro idioma, el texto en inglés prevalecerá. Cada parte confirma que es su deseo que este Acuerdo, así como todos los demás documentos relacionados con este Acuerdo, se haya redactado y se redactará únicamente en el idioma inglés. Es responsabilidad del Socio del Cliente asegurarse de la comprensión del Acuerdo y, si es necesario, el Socio del Cliente debe buscar la ayuda de un intérprete o servicio de traducción a su propio costo.","March 1, 2025",Done,1,"April 22, 2025 6:51 AM (EDT)",
100,Headings,The headings used in this Agreement are for convenience only and shall not be used to limit or construe the contents of this Agreement. ,,"Nombre de la Sección: Encabezados

Contenido: Los encabezados utilizados en este Acuerdo son solo por conveniencia y no se utilizarán para limitar o interpretar el contenido de este Acuerdo.","March 1, 2025",Done,1,"April 22, 2025 6:50 AM (EDT)",
